,author.properties.friends,author.properties.status_count,author.properties.verified,content.body,location.country,properties.platform,properties.sentiment,location.latitude,location.longitude
573,1248,23000.0,False,i have reached the peak of my queer femme-ness https://t.co/Y2JOT2aevD,GB,twitter,-1.0,53.9394953936082,-1.2074825000000002
574,850,10703.0,False,"""Pass me a donut"" - @LandoFolf #CFz2016 https://t.co/7Q7zUR6jmq",GB,twitter,0.0,53.22073232033591,-0.54739
575,47,578.0,False,Watch Nates new video it's the bomb 😂 #natesnewvideo @natekgarner https://t.co/XwOAVU7CVG 😘😘😘😘,GB,twitter,0.0,51.71832954962456,-0.055731
576,473,2586.0,False,Such struggs trying to pick a dress for last fling😫😫,GB,twitter,-1.0,52.59286965724111,-1.096631
577,3285,20463.0,False,@johnclifton_ see we was right!!! https://t.co/0jJe6zplrJ,GB,twitter,-1.0,51.544829907267776,0.024996
578,200,20781.0,False,"I get excited about every tournament and I shouldn't, but our current team would beat the 96 team.",GB,twitter,-1.0,52.22713108182664,0.511578
579,500,45228.0,False,"@Devildart180 I was looking forward to it, tbh 😕 https://t.co/8jfsnOt4Rs",GB,twitter,-1.0,54.07111124598568,-2.7751315
580,770,88224.0,False,"@RoseScarlettR @ErinDeCaprio @TakedownMRAs Yes,but of course, being anti an ideology is not the same.Anti-feminist is not same as anti-woman",GB,twitter,-1.0,51.64090092075878,0.0611209999999999
581,453,55.0,False,"@422Kerry @FoundationCFC @summerharl well done girls, awesome",GB,twitter,1.0,55.85839558130999,-4.2417515
582,606,6860.0,False,Oreos are the messiest things to eat 🙄,GB,twitter,0.0,52.49405270288055,-1.8906405
583,1053,11086.0,False,"@PRECIOUSIDEMEN Q: @thatonequeen I love bob so fricking much, so proud that he won rpdr s8",GB,twitter,1.0,51.45412060423482,-0.01799
584,2417,77272.0,False,"@Junadi512 @sheenaabidashah @shahaanii @TRkhan115 شھباز نے کام کیا ہوا ہے 
پہر؟؟؟",GB,twitter,0.0,52.583285350952416,-0.265658
585,318,10166.0,False,@Megan_Marteen ❤️,GB,twitter,0.0,51.5730271279188,-1.7856895
586,251,21048.0,False,"Nah, teleione 🖕🏽",IM,twitter,1.0,54.22224638624048,-4.6875115
587,1291,3701.0,False,#Vegans can be crazy & have a heart at the same time @vegan @peta https://t.co/Wa0sO8Xx1q,GB,twitter,-1.0,51.35895133231162,-0.092633
588,329,2795.0,False,Ell Tel is looking in good nick #Euro96,GB,twitter,-1.0,51.599263128359,-0.018734
589,490,4515.0,False,I'm actually losing my voice this is horrific 🤒,GB,twitter,-1.0,55.943259273756,-3.2030085
590,115,305.0,False,Anyone doing design exam tomorrow fancy taking one for the team and dying please 😄💀,GB,twitter,-1.0,55.943259273756,-3.2030085
591,498,23751.0,False,yesssssss https://t.co/13MmgKE19v,GB,twitter,1.0,52.49405270288055,-1.8906405
592,566,11356.0,False,#Liverpool welcomes @scottishballet #SBSwanLake with great audience reception #OpeningNight Catch it till #Saturday  https://t.co/CMm74yBfI5,GB,twitter,0.0,53.419914903420405,-2.915427
593,426,14669.0,False,@Richard_JohnW @adcatchpole I'm struggling at 22,GB,twitter,-1.0,53.820396850981695,-2.4073205
594,39,37168.0,False,"@Sargon_of_Akkad petition for UK Parliament to discuses legal issues that specifically disadvantage Men.
International Men's Day Nov 19th ?",GB,twitter,1.0,52.80280339743897,-0.8380554999999998
595,531,9298.0,False,@AnnieBulger Neither do I Ann in fact is is my strictest rule I mute without mercy you will find very few get away with it on my page!,GB,twitter,-1.0,51.64437431465974,-3.231378
596,632,18129.0,False,@dysfuncshunal @chrissyy___ idk maaan 😭,GB,twitter,-1.0,53.456983702037085,-2.233480000000001
597,838,1048.0,False,Could sleep for a week 💤,GB,twitter,-1.0,54.67505086172861,-6.81351
598,1654,4789.0,False,12.8c today with no sun. 14 days last December had temps higher than today!!,GB,twitter,1.0,52.71992469337859,-1.1440884999999998
599,8140,226743.0,False,"@PippaMusgrave1 could be, but Germany is very keen to drop sanctions?
Following u now, hope u follow back",GB,twitter,-1.0,51.39781057661456,-0.252754
600,159,2172.0,False,clearly I said something to piss her off😳🙄😂 https://t.co/P7JqQoDoRl,GB,twitter,-1.0,53.456983702037085,-2.233480000000001
601,280,4037.0,False,https://t.co/0otQl4u2pn @yasminflowerss,GB,twitter,0.0,53.12977465530245,-1.272442
602,247,36935.0,False,Dan Rad ❤️ https://t.co/ZaAFVqmlJy,GB,twitter,1.0,51.49839328713241,-0.216108
603,548,1586.0,False,@IL0VEthe80s Grange Hill,GB,twitter,0.0,52.13748683368741,-0.4593664999999998
604,1737,21739.0,False,@euangtaylor @simonfurnivall this is literally all I'm clinging onto. Rooney comparisons,GB,twitter,-1.0,55.85839558130999,-4.2417515
605,386,8764.0,False,Me trying to be serious 😡😡😡 https://t.co/if15BAx22q,GB,twitter,-1.0,51.546931093541325,-0.1091815
606,1786,1642.0,False,For me?.. FANKS BABES! 😍💐😂 #cool #art #flowers #valentine #man #love #l4l #likeforlike… https://t.co/eQ8owEzgdQ,GB,twitter,1.0,51.50711486,-0.12731805
607,47,578.0,False,Watch Nates new video it's the bomb 😂 #natesnewvideo @natekgarner https://t.co/XwOAVU7CVG 😘😘😘😘😘,GB,twitter,0.0,51.71832954962456,-0.055731
608,56,3649.0,False,@papithepunisher pk tu pose pas en francais,GB,twitter,0.0,52.916607589459744,-2.298134
609,1195,52944.0,False,"even tho they're like pure emo, how good were Hollywood Undead back in the day",GB,twitter,1.0,57.63621266058033,-3.216036
610,831,32105.0,False,"I'll forever be jealous of Sunetra's perfectly painted nails, they always look so LOVELY xxxx",GB,twitter,1.0,51.68945786093106,-1.245088
611,104,32.0,False,@sam_morrisss how can you debate when he's hardly played man 😂😂😂,GB,twitter,-1.0,52.530541925714566,-2.2038685000000005
612,521,4036.0,False,@heatherdawnr0 @Ruthalicec4sey @BuzzFeed really no need to add a filter to it,GB,twitter,-1.0,53.13638161659108,-1.033436
613,357,55566.0,False,Chicaaaa entonces tú sí sabes y todos ellos no? Jajajaja PAJÚA... https://t.co/tMBg98AxI7,GB,twitter,-1.0,51.39007140862319,-0.278464
614,2407,8247.0,False,@Ellen_Kezia Please cheer 4 world's 1st independent #sustainable Dept Store https://t.co/jpJvumovPd & #socent Thx. https://t.co/lzOv9x6lK0,GB,twitter,0.0,51.51448212166734,-0.0929105
615,870,8506.0,False,@RossDocherty1 congrats mate 👍🏼👏🏼,GB,twitter,1.0,55.90251516220698,-3.6327250000000006
616,1501,4284.0,False,That moment when my nans gardener asks for my age and my nan shouts 'way to young for you so back away from my grandchild!'. Too funny! 😂👵,GB,twitter,-1.0,51.57684347038337,-1.3144875
617,443,2895.0,False,@BeithJuniorsFC 😂😂 need to watch it wot a day it was,GB,twitter,-1.0,55.645426936496825,-4.7979325
618,633,3390.0,False,https://t.co/j8rjQ6zEE5,GB,twitter,0.0,53.651506798063465,-2.6340755
619,3486,93914.0,False,"""Some people come into our lives, leave footprints on our hearts, and we are never the same.""",GB,twitter,-1.0,55.12375402958675,-3.4468685000000003
620,3703,24967.0,False,😂😂😂😂😂😂 https://t.co/pYIIaMBpyg,GB,twitter,0.0,51.853102906308365,-2.2294175
621,297,4990.0,False,Volunteering to play chief goat midwife tonight was not a good idea!! First watch done and I'm beat 😴😴😴,GB,twitter,-1.0,50.94705258471872,-0.4568094999999999
622,977,30390.0,False,@jadeeeee lots of love 💞,GB,twitter,1.0,55.943259273756,-3.2030085
623,876,8381.0,False,How is shappi a comedian!! 😡😡😡 #comedygala,GB,twitter,-1.0,53.7343414406204,-2.669629
624,305,35606.0,False,Where do you see yourself in 10 years? https://t.co/Ak8Pocv16x,GB,twitter,-1.0,51.48651958815168,0.317777
625,680,3671.0,False,"@AdventureTimes8 Didn't Reckless defect to UKIP, then lose his seat at GE2015?",GB,twitter,1.0,53.5532640595455,-0.6594239999999999
626,635,11801.0,False,Anyone want to inform this guy about Leicester City or Greece in 04? https://t.co/ApEpuyg6cu,GB,twitter,-1.0,51.56521809122742,-0.2631405
627,311,3728.0,False,"@_abdala122 في الصميم 
جميل جداً 👍 👍",GB,twitter,0.0,51.428692,-0.0746168
628,2303,419.0,False,@GlasgowAlbum whit?,GB,twitter,1.0,55.85839558130999,-4.2417515
629,92,4064.0,False,@kimyukwxn I WOULDNT LET EITHER OF THEM FIST ME,GB,twitter,-1.0,53.47501224392086,-2.5745119999999995
630,137,367.0,False,Lovely day with the children today @SudeleyCastle https://t.co/bxdQo8ZPMj,GB,twitter,0.0,52.213112768692575,-1.983523
631,324,124051.0,True,Monk in Leeds talks as replacement for Evans. #lufc https://t.co/5UvBgtwo1f https://t.co/sjqva54hPI,GB,twitter,0.0,53.9486515545321,-1.314941
632,1186,37666.0,False,I really do appreciate the lovely people on Twitter who give me the time of day.  Difficult times but so very grateful.  God bless.  Andrew,GB,twitter,1.0,54.07111124598568,-2.7751315
633,1471,23548.0,False,@PeteWishart don't hold your breath Pete. You might end up turning blue.,GB,twitter,-1.0,55.85839558130999,-4.2417515
634,722,34715.0,False,@sevranbeatz you're too fucked bmt,GB,twitter,-1.0,51.56521809122742,-0.2631405
635,9,12199.0,False,"Hot-line, #Bling @Drake",GB,twitter,1.0,52.41195046288927,-1.5186515
636,544,4190.0,False,Euro 96 the greatest of childhood memories!! Such a shame we ain't got a tournament since.,GB,twitter,0.0,51.58500991494593,0.0788629999999999
637,513,3311.0,False,@KimPye1983 I thought so. 😂😂,GG,twitter,-1.0,49.46033824223239,-2.542239
638,1882,21824.0,False,Please tell me the boys brigade thing hasn't gone to Nolan Live. https://t.co/kCCAv2eLSn,GB,twitter,-1.0,54.59591680133457,-5.928412999999999
639,1570,2332.0,False,"If you really want to do something, you find a way, but you will find an excuse.

#LeonardCooperKR
#GYM",GB,twitter,-1.0,51.39781057661456,-0.252754
640,92,40916.0,False,aey fuckeera maan ja 😂,GB,twitter,0.0,55.85839558130999,-4.2417515
641,3258,27026.0,False,"That was the most amazing turnout for Single By Sunday!! Even all the judges loved them ahh!! 
@SingleBySunday",GB,twitter,0.0,55.85839558130999,-4.2417515
642,195,10672.0,False,Knob.,GB,twitter,0.0,52.626293532909706,-1.13067
643,118,342.0,False,"@getreading glad I just moved from Addington Road. Lived in a flat, parking was a NIGHTMARE. No choice but to park on the road, even then...",GB,twitter,-1.0,51.45255330711058,-0.9820305
644,645,859.0,False,Watching only fools and horses in bed feeling tired sleepy time soon,GB,twitter,1.0,51.57044795545623,0.4571355
645,18388,220249.0,False,Next week episode looks so good #TheJail #60DaysIn,GB,twitter,1.0,55.85839558130999,-4.2417515
646,907,10775.0,False,ukamericanidiot @ The King's Theatre https://t.co/u0w2MY2Mb5,GB,twitter,-1.0,55.8654372,-4.2689931
647,83,5182.0,False,"@Mattheprofane @CTMQ @Longyman @JoshHenry23 Which is where i have my biggest problem with flat earth, namely sattelites.",GB,twitter,-1.0,54.67505086172861,-6.81351
648,477,298.0,False,Hmm. Could have done with one of these at work today... #isitfridayyet  https://t.co/symyX1eafg,GB,twitter,-1.0,51.46179093953856,-0.3506925
649,252,124996.0,False,Recording,GB,twitter,-1.0,51.554035394136,0.127886
650,686,13162.0,False,@JakeSimms17 if they had a team we all know id be captain,GB,twitter,-1.0,53.0110450621772,-3.0493385
651,105,7164.0,False,@elf_says @DocWiltshire George you are cruising for a block,GB,twitter,1.0,51.73990077998931,0.4784789999999999
652,388,7122.0,False,@freehugbot_ sound x,GB,twitter,-1.0,52.53921621015078,-1.3761374999999998
653,3520,12677.0,False,Musically Obsessed Baby #MOB-HQ #MOB🌎 #Recordingstudiotime… https://t.co/kLLdMrjWes,GB,twitter,0.0,51.50711486,-0.12731805
654,265,2016.0,False,LOOK AT MY FAVORITE PEOPLE IN THE WORLD 💞💞💞💞 https://t.co/Z5LWTmj9n8,GB,twitter,0.0,55.85839558130999,-4.2417515
655,281,11116.0,False,@endless__blue lamachen,GB,twitter,0.0,51.546931093541325,-0.1091815
656,114,18.0,False,حال حكام الغجر الخليج https://t.co/6qIzCQtcxM,GB,twitter,0.0,54.9920651180037,-1.6453615
657,53,4194.0,False,@Sam_Pimm But probably not very healthy 🚽,GB,twitter,-1.0,51.75228868262215,-0.4675694999999999
658,3375,14760.0,False,"@glynhughes97 Hello, Buzz will sign for all the people who have queued. If he has time after this he will sign extras but very unlikely.",GB,twitter,-1.0,51.546931093541325,-0.1091815
659,559,3977.0,False,#WGW @ItzzBarbieBish #SnowBunnySlut #IvoryQueen #WNW https://t.co/BVk0uStdtW,GB,twitter,0.0,55.08650489982679,-1.5999609999999995
660,425,692.0,False,https://t.co/AzdtgwqDGp,GB,twitter,0.0,51.71781740128751,-4.055834
661,414,18708.0,False,Fascinating reading https://t.co/G88np3CLJP,GB,twitter,0.0,52.05148874699398,-0.023097
662,1864,28511.0,False,I'm not joking I have watched that show at least 15 times. That's the truth,GB,twitter,-1.0,57.646346244301625,-3.3144404999999995
663,703,3047.0,False,@SneakerDealsGB Been waiting for these to be on a deal for weeks 👀🙌🏼,GB,twitter,-1.0,50.83958338001748,-0.1917229999999999
664,769,61041.0,False,Still no sign from amazon so I went and bought another copy! @DarkSignalMovie @Pancheers @JIgnaczewska #wellpeeved https://t.co/RMOuqCjw76,GB,twitter,-1.0,51.49704302186007,-3.1798
665,1450,8211.0,False,Good job mate. Well deserved. #realcider https://t.co/QMEpCz4hOl,GB,twitter,1.0,51.45790063398809,-2.58539
666,107,1764.0,False,enjoyed whipping out the skinnies today likes 🌞 https://t.co/pYtzgr8jXI,GB,twitter,0.0,55.85839558130999,-4.2417515
667,709,2650.0,False,"Anyway I'm going to bed, recording football videos tomorrow and will also have a vlog out, will reply to gfx dm's in the morning, night:)))",GB,twitter,1.0,52.80280339743897,-0.8380554999999998
668,569,68910.0,False,Some of you makes deserve a bitch lick tho,GB,twitter,-1.0,51.46034516709653,-0.1154059999999999
669,1052,33372.0,False,The day that collar bones and thigh gaps became significant was the day my self esteem became none existent,GB,twitter,0.0,55.02801629516445,-1.458029
670,4548,19559.0,False,So sleepy 😣,GB,twitter,-1.0,51.46857321492137,-0.6315115
671,166,60950.0,False,@TheRealCleoGib it's ridiculous isn't it,GB,twitter,-1.0,54.94889131058395,-1.4448110000000003
672,277,31419.0,False,Next Tweet https://t.co/LP5iMc8dwl,GB,twitter,-1.0,51.59585202771581,-0.3370625
673,1570,2329.0,False,"It always seems impossible until it is done.

#LeonardCooperKR
#GYM",GB,twitter,-1.0,51.39781057661456,-0.252754
674,729,114309.0,False,I s2g if I get another person asking me if I'm going to Ocean tonight I will actually punch the wall.,GB,twitter,-1.0,52.969744440802685,-1.1722659999999996
675,1126,14921.0,False,Nope  https://t.co/A66k8WpIWH,GB,twitter,-1.0,52.626293532909706,-1.13067
676,2390,11988.0,False,@lewisboulter Hahahaha. Yep. Perhaps it's a gene pool I should actually be steering clear from hahaha,GB,twitter,-1.0,52.18990818815062,0.6198340000000001
677,269,11724.0,False,@shirley_wheeler Looking gorgeous though!,GB,twitter,1.0,51.394368557245095,0.0262989999999999
678,270,3454.0,False,Mash up .Go follow @kirbyfrost1 fb Kirbys Music https://t.co/KEman110Sx,GB,twitter,0.0,52.80623228300398,-1.6364945000000004
679,723,7240.0,False,@Jack_Maynard23 YES THEN JACK CONGRATS ON 300K WELL DONE,GB,twitter,0.0,52.676701315525946,-1.125923
680,1586,13275.0,False,@Rachhh_xo @icelollyholiday @girlvsglobe thanks Rachel!,GB,twitter,1.0,51.46034516709653,-0.1154059999999999
681,459,47046.0,False,1 for zombies like literally anyone,GB,twitter,-1.0,52.530541925714566,-2.2038685000000005
682,762,134.0,False,Got so many plans for this like next week but having to council them cause I'm so skint🙄,GB,twitter,-1.0,51.06990660596826,-4.081617499999999
683,97,4101.0,False,"@bigloon888 for sure, but will Stuarty Milne get the check book out?",GB,twitter,1.0,55.79719178372056,-4.865199999999999
684,503,885.0,False,I miss this place where people are beautiful & buildings are tall. #ilovenewyork @I_LOVE_NY https://t.co/puluJz3qdg,GB,twitter,0.0,51.51483911149297,-0.0350195
685,124,1637.0,False,Lollllll everyone on Love Island needs to chill really :/,GB,twitter,1.0,52.49405270288055,-1.8906405
686,578,348.0,False,Jo McGonigal | Spatialised Painting (2015) [Detail] | Blanket / White Neon #SiteSpecific #Installation #Neon 🎨 https://t.co/STXLhEvGPT,GB,twitter,0.0,53.47534904324797,-2.3495664999999994
687,4976,1564.0,False,@IrishRed11 I no am livin it everyday I don't no how I do it thanks nigel,GB,twitter,-1.0,54.52693,-1.55438
688,100,174.0,False,@OrkneyBeachcomb Strangest find during Turnstone survey y'day on #Sanday ? Kids toy kitchen unit! Plastic of course. https://t.co/dXKvJ8l6gb,GB,twitter,0.0,57.78663118391636,-4.200440999999999
689,3,16993.0,False,Up for anything Saturday or Sunday morning - #m4m (essex) https://t.co/H48aTUTkhj #Essex,GB,twitter,0.0,51.71556274,0.49808521
690,297,32586.0,False,Now I catch up on all the other tv shows ive missed for the good wife,GB,twitter,-1.0,53.41462347939496,-2.1556405
691,160,4669.0,False,@Soulstorm99 @Asterixadamstel @ArdPad @LalotteDesfois @JilliusWillius I like herons,GB,twitter,-1.0,51.31293373001153,0.8891865000000001
692,3,16994.0,False,Summer fun with sane sexy discreet professional guy - #m4w (Grays) https://t.co/JtR6j8Yyoi #Essex,GB,twitter,0.0,51.71556274,0.49808521
693,847,37489.0,False,@imagni that's just pi's alt,GB,twitter,1.0,51.23643089192935,-0.5701174999999999
694,645,27973.0,False,https://t.co/9P8CpW51XL,GB,twitter,0.0,52.22713108182664,0.511578
695,1369,12858.0,False,Great evening catching up with the team at @NaturalSelection at their store on Monmouth Street. Thanks for the jeans 😜👖 @clientmagazine,GB,twitter,1.0,51.61191284168327,-0.2108945
696,171,2592.0,False,"So this morning I fell flat on my face in my room bc I was putting my jeans on and I put my foot through one of the rips by accident

Aw",GB,twitter,-1.0,52.05784571405197,-1.339156
697,396,3009.0,False,Thank you to @limavadygs for having me last month. Good being back and more money to a good cause! 💖 @helpcavanwalk https://t.co/8xZWRNBFVe,GB,twitter,-1.0,54.59591680133457,-5.928412999999999
698,6,628.0,False,@lori_cowanxo why'd I want to sterilise you anyway the amount we've discussed kids 😂😂😂😂,GB,twitter,-1.0,56.44606554368488,-2.8828404999999995
699,2266,28144.0,False,@LowerThan_Katie the first picture. like fucking hell mate,GB,twitter,-1.0,51.21602840809597,1.3792345
700,1095,1931.0,False,"@chicsquaddee @MyBlondeReality @UKRunChat 5k is a great point, especially with the accessibility of parkruns",GB,twitter,0.0,50.81887558368253,-1.0669855000000004
701,508,15004.0,False,#DailyTrivia.Today #USA 1980 – The #CableNewsNetwork (#CNN) begins broadcasting.,GB,twitter,-1.0,52.03360633916026,-0.7640635
702,6199,37229.0,False,"@Adam_Creme Also,  the pleasures of data are not to be underestimated",GB,twitter,-1.0,51.54765285291366,-0.0601675
703,836,19514.0,False,6 weeks till Thailand 🐘🌴,GB,twitter,0.0,53.79985711313213,-3.0221290000000005
704,539,26755.0,False,@BeckyConway00 @boycmck hmmmmmm,GB,twitter,0.0,51.853102906308365,-2.2294175
705,690,636.0,False,@NancyCa71212219 @justiceforBigAl @customonopoly @truckerfordy63 tickets £1 and have a leap of faith and use bobmacuk@gmail.com with PayPal,GB,twitter,1.0,53.07120692951682,-0.7921350000000003
706,1455,14839.0,False,Proof that @LewisKniight whitens his teeth 😁 https://t.co/ccc5XkuyAu,GB,twitter,-1.0,51.616495409714645,-3.652869000000001
707,317,2031.0,False,Catch up with baeee 💕👸🏽👸🏽💃🏼✨🙈 @_leanneclayton https://t.co/ApS7xa88sV,GB,twitter,1.0,55.61185560072989,-4.496779500000001
708,379,21800.0,False,@The_MiddleC sosa,GB,twitter,-1.0,54.94155570577247,-1.5685954999999998
709,1097,3137.0,False,@KateBeckinsale @michaelsheen Do you not fancy putting a kit on and having a run out Kate? ⚽😉,GB,twitter,-1.0,53.45602402261249,-2.3312305
710,967,104385.0,False,@KershaPrice so jealous of your figure it's unreal 😻,GB,twitter,-1.0,53.477292543329696,-1.0016434999999997
711,203,3300.0,False,Packing is soo long,GB,twitter,-1.0,51.37576552480028,-0.4120220000000001
712,506,44082.0,False,Tap below to add me on snapchat. https://t.co/udwE7llJqA #Snapchat,GB,twitter,-1.0,55.02674436272129,-1.62716
713,1315,4331.0,False,#TeenChoiceFOX #ChoiceComedian @JordanDoww 💗💗💗💗,GB,twitter,-1.0,54.17514165621084,-6.344167999999998
714,671,86169.0,False,@SURINOMO @ChangeItalia signed already shared & rt'd x,GB,twitter,-1.0,55.13511300814875,-1.7396195
715,773,16027.0,False,I just want a million pounds,GB,twitter,-1.0,54.32745988776401,-5.705072
716,990,1770.0,False,Will be a great read  https://t.co/pZaQydKVr4,GB,twitter,0.0,53.47534904324797,-2.3495664999999994
717,1342,3876.0,False,Just trying out @AdobeSpark @newtonabbothour what do you think? https://t.co/Rb4JZzkafT,GB,twitter,-1.0,50.391966954517855,-3.519233500000001
718,499,113.0,False,@otsmithy debatable,GB,twitter,-1.0,53.50482601530084,-1.0750485
719,453,19063.0,False,@OrMatias Well said you!,GB,twitter,1.0,50.74229888148258,-1.852607
720,622,51864.0,False,I literally never have anyone to talk to about my problems 🙃🙂🙃,GB,twitter,-1.0,52.0571262016396,1.1616629999999997
721,492,13133.0,False,@__laurenhart 10 bomb 🔥,GB,twitter,0.0,51.02295143263842,-3.927119
722,337,12505.0,False,Kevin hart is just casually walking in London what why am I not there.,GB,twitter,0.0,50.82010569218544,-0.499693
723,2065,10955.0,False,These guys and girls! You have known each other like 4 days! Calm down!!!,GB,twitter,1.0,51.56060768459776,0.2105895
724,344,19882.0,False,"Bought a flyaway before and it's already deflated, fucking waste of 89p mate",GB,twitter,-1.0,53.419914903420405,-2.915427
725,1086,24060.0,False,Been a frantic day and just dropping in to find so many shares and follows. Thanks so much you fabulous folk. Very much appreciated xxx,GB,twitter,1.0,52.80280339743897,-0.8380554999999998
726,1661,34513.0,False,Poor Tom lol @LoveIsland,GB,twitter,0.0,51.39781057661456,-0.252754
727,32,1310.0,False,"Yeah, cos spying on ya staff is really  gonna help. Get off ya fat french arse and go help! I'd be long gone. #hotelinspector",GB,twitter,-1.0,52.01761111567209,-0.229368
728,736,52288.0,False,Did You know that your man mess around with other girls,GB,twitter,-1.0,51.73990077998931,0.4784789999999999
729,630,74596.0,False,@castigersmufc43 problem is we don't play like that every week 😢 lets hope we can from now on,GB,twitter,-1.0,53.72958161796917,-1.8900305
730,1269,1764.0,False,@LoveIsland talk about having issues.dan has issues. You only just met!!!! Olivia miss great Britain =bunny boiler #love island #issueisland,GB,twitter,-1.0,51.02295143263842,-3.927119
731,1054,2625.0,False,"@TrueGeordieNUFC me too mate, me too. OH NO WAIT I'LL JUST GO CRY MYSELF TO SLEEP",GB,twitter,-1.0,51.54244893903978,-0.159403
732,363,21410.0,False,Terry is a bit of a sort 😏 #LoveIsland,GB,twitter,-1.0,51.81193438704671,0.7454515
733,379,9900.0,False,Always second best 🙃,GB,twitter,1.0,52.65780657883538,0.156227
734,2612,1876.0,False,Dan turns psycho cause a carpenter from stains walks in 🙄 this Nathan guy has has has to win 👍🏻   #LoveIsland,GB,twitter,-1.0,51.394368557245095,0.0262989999999999
735,528,3502.0,False,Just found my year 11 history book and it is insanely beautiful 😍 clearly such a neat freak 😅,GB,twitter,0.0,50.84781430101049,0.4609985
736,161,361.0,False,@PersonInterest @Laura_Kane23 and I vow to never watch the progamme. Carter was bad but this is the last straw. What about shaw 😩,GB,twitter,-1.0,52.969744440802685,-1.1722659999999996
737,582,6267.0,False,@HenryNixon93 lionbridge rolls royce mate x,GB,twitter,1.0,53.91744938805915,-2.1852850000000004
738,127,82261.0,False,"Wind 4 kts NNE. Barometer 1021.54 mb, Rising slowly. Temperature 10.8 °C. Rain today 0.0 mm. Humidity 98%",GB,twitter,1.0,52.33555556,0.91444444
739,172,145423.0,False,"Temp:8.9c hum:80% wind:2.2mph dir:N Pres:1005.3 hPa Rising slowly rain:0.0 uv:0 sol:0 light:0.0 forcast:Fine, possible showers",GB,twitter,0.0,53.64833333,-1.82166667
740,730,10462.0,False,@northnottsram @ramsfanryan @ShaneMalpass no...maybe it was some poor sod that looks like me 😂😂😂,GB,twitter,-1.0,52.91556110309076,-1.4707784999999998
741,159,404.0,False,My head is fucking fried right now 😪😪,GB,twitter,-1.0,54.8629493357831,-5.8251955
742,617,21193.0,False,Defo the hottest boy there @scottyspecial 😻😘 #Loveisland,GB,twitter,0.0,54.970411,-1.666429
743,286,963.0,False,"Scanning film with a DSLR.
#35mm #dslr #photography #imac #film #ishootfilm #ipnone6… https://t.co/jJ4kUsHF3B",GB,twitter,0.0,52.77102,0.187415
744,1208,29478.0,False,"Don't jump, Luke! I'm sure @bisping will go easy on you! https://t.co/mGMiTCNF65",GB,twitter,0.0,55.85839558130999,-4.2417515
745,2484,4408.0,False,"@KockyKabby @michael20corson I've got a few cockney, who would pick a England tournament victory over their own team!!!🙈🙈",GB,twitter,-1.0,53.419914903420405,-2.915427
746,449,3027.0,False,://,GB,twitter,0.0,55.02801629516445,-1.458029
747,275,231.0,False,Heart breaking moment when you wake up in the morning n forgot to put your phone in charge,GB,twitter,-1.0,57.78663118391636,-4.200440999999999
748,126,2324.0,False,@Jamiejcnews @footbalIfights I'd of had after the first shimmy,GB,twitter,-1.0,53.47534904324797,-2.3495664999999994
749,5465,19741.0,False,Our quote for the day  #quote #Inspiration https://t.co/S1IzXdjh7e,GB,twitter,0.0,52.22713108182664,0.511578
750,154,40436.0,False,leonardo dicaprio in titanic is so fucking hot i want him to tie me up and fuck me sideways,GB,twitter,0.0,51.54765285291366,-0.0601675
751,492,26599.0,False,May the 1st of June be with you,GB,twitter,1.0,57.78663118391636,-4.200440999999999
752,1141,16806.0,False,@cupcakeyou oh don't do it to yourself!!,GB,twitter,1.0,51.44054535039476,-0.3069960000000001
753,1835,341364.0,False,"Indeed, @guardian R being true to form. Todays #toryelectionfraud reports? Not a sausage! The judge does not agree. https://t.co/gx3IUrKNuj",GB,twitter,0.0,52.49405270288055,-1.8906405
754,811,12941.0,False,I always saw you for what you could've been,GB,twitter,-1.0,51.40491326863137,-1.2548425000000003
755,3519,14200.0,False,@Yinka_Jermain You are welcome :),GB,twitter,1.0,51.50009845259365,-0.148936
756,895,5880.0,False,Someone ring me & talk to me about nothing in particular. I miss those days #somethingmissing,GB,twitter,-1.0,53.14868913006961,-1.1863639999999998
757,383,12109.0,False,At #DigitalHustlersHub with @TeriyKeys #London https://t.co/zwWOS7CrOR,GB,twitter,0.0,51.546931093541325,-0.1091815
758,645,3775.0,False,@LizziemLloyd this is us https://t.co/QoCmA45CvN,GB,twitter,-1.0,51.39781057661456,-0.252754
759,1901,12356.0,False,"Missing Christian Grey? Then meet Ark Morgan. #FiftyShades of Roxie Brown. A LOL spoof
https://t.co/hzRwqXaXPQ … …  https://t.co/zm0CoSgA6m",GB,twitter,0.0,52.530541925714566,-2.2038685000000005
760,1482,30137.0,False,@MissJemXxx Dirty Terminator. I'll be back,GB,twitter,0.0,53.54844035616542,-2.202075
761,2416,65358.0,False,@DuayneBoa 😱😱😱 about time lol it's bloody brilliant Season 2 was my favourite,GB,twitter,0.0,54.54242950391275,-3.579466499999999
762,3461,3639.0,False,"@LifeZette Hi there, I work for BBC radio. I'm trying to get in touch with Lawrence Meyers. Can you help at all?",GB,twitter,-1.0,52.530541925714566,-2.2038685000000005
763,4555,18183.0,False,@thegeufron @viallia6 @GlamCricket @TheCricketerMag @CricketWales devil's advocate: North + south is all of Wales. Just as East + West is...,GB,twitter,1.0,51.49704302186007,-3.1798
764,670,919.0,False,@JDFootball so why £42 for a 2 year old football top????,GB,twitter,-1.0,54.59591680133457,-5.928412999999999
